Interaction_ID,User_ID,Category_Type,Category_Value,Strength,Timestamp
108,86,Star_Type,G,4,2025-11-07 22:33:02.878691
109,94,Planet_Type,Ice Giant,1,2025-11-19 05:29:18.036772
110,87,Star_Type,A,5,2025-11-24 23:13:29.066369
111,9,Planet_Type,Ice Giant,1,2025-11-24 21:46:27.504537
112,17,Star_Type,K,3,2025-11-21 18:15:47.263956
113,35,Star_Type,M,5,2025-10-24 06:14:26.942159
114,98,Moon_Parent,Mars,3,2025-11-12 19:04:23.224675
115,87,Star_Type,A,4,2025-11-20 12:13:49.364099
116,64,Planet_Type,Terrestrial,2,2025-11-05 21:04:02.226815
117,47,Planet_Type,Dwarf Planet,5,2025-10-27 18:14:52.946624
118,70,Moon_Parent,Saturn,4,2025-11-16 03:20:34.249643
119,84,Star_Type,M,5,2025-11-23 10:54:35.725890
120,85,Moon_Parent,Mars,3,2025-11-06 08:16:44.755129
121,73,Moon_Parent,Uranus,3,2025-11-09 01:00:20.527359
122,47,Planet_Type,Dwarf Planet,2,2025-11-24 11:34:52.617518
123,64,Planet_Type,Terrestrial,4,2025-11-24 11:22:21.608410
124,43,Planet_Type,Terrestrial,4,2025-10-29 18:24:00.119806
125,69,Star_Type,M,5,2025-11-10 17:44:58.876179
126,24,Star_Type,M,5,2025-11-17 12:50:20.043564
127,4,Planet_Type,Gas Giant,4,2025-10-12 01:13:19.870331
128,27,Star_Type,O,4,2025-11-16 05:14:27.741750
129,1,Star_Type,K,1,2025-11-24 05:08:31.405362
130,26,Moon_Parent,Jupiter,4,2025-11-24 04:56:19.732623
131,56,Star_Type,A,5,2025-11-17 02:14:56.575552
132,71,Star_Type,F,4,2025-10-30 18:39:35.867837
133,30,Moon_Parent,Pluto,4,2025-11-24 02:44:43.932945
134,6,Star_Type,K,4,2025-11-20 20:15:31.872969
135,78,Planet_Type,Terrestrial,2,2025-11-20 19:48:47.248771
136,86,Star_Type,G,4,2025-11-22 15:38:21.737460
137,40,Star_Type,G,4,2025-11-21 21:56:50.515032
138,96,Star_Type,O,4,2025-11-01 15:12:28.520874
139,14,Planet_Type,Gas Giant,4,2025-11-26 02:08:00.870830
140,52,Planet_Type,Terrestrial,5,2025-11-23 10:51:46.294228
141,25,Planet_Type,Ice Giant,1,2025-11-25 16:09:42.676151
142,98,Star_Type,F,4,2025-11-24 11:59:40.428094
143,67,Planet_Type,Dwarf Planet,3,2025-11-08 04:36:20.141550
144,92,Star_Type,O,1,2025-11-12 05:18:46.579861
145,99,Planet_Type,Terrestrial,5,2025-11-08 06:30:36.589534
146,48,Planet_Type,Terrestrial,3,2025-11-18 00:35:05.701498
147,75,Star_Type,M,3,2025-11-12 15:39:14.129935
148,42,Moon_Parent,Saturn,4,2025-11-10 06:40:21.758373
149,45,Moon_Parent,Jupiter,1,2025-11-13 14:13:08.912797
150,82,Star_Type,K,5,2025-11-18 23:55:15.458632
151,96,Star_Type,O,5,2025-11-19 02:53:13.970176
152,57,Planet_Type,Gas Giant,1,2025-11-24 03:45:47.735502
153,42,Star_Type,O,1,2025-11-26 00:53:29.261443
154,89,Star_Type,M,4,2025-11-24 11:54:53.218548
155,92,Star_Type,O,2,2025-10-15 22:12:11.980501
156,8,Planet_Type,Gas Giant,4,2025-11-14 07:25:13.057246
157,79,Star_Type,O,4,2025-11-19 07:06:43.728424
158,19,Planet_Type,Terrestrial,4,2025-11-03 18:02:42.608150
159,100,Star_Type,O,3,2025-11-21 07:19:10.086163
160,1,Star_Type,K,3,2025-11-25 11:48:58.513035
161,16,Planet_Type,Dwarf Planet,5,2025-11-18 11:54:17.621461
162,77,Star_Type,K,3,2025-11-16 18:26:49.797068
163,11,Star_Type,A,5,2025-11-18 13:54:32.804674
164,35,Planet_Type,Gas Giant,5,2025-11-23 10:12:53.664527
165,88,Moon_Parent,Neptune,5,2025-10-28 18:42:05.405267
166,44,Planet_Type,Ice Giant,4,2025-11-26 06:05:49.605008
167,26,Star_Type,O,4,2025-11-23 03:39:52.611155
168,66,Planet_Type,Gas Giant,2,2025-11-25 10:03:09.122136
169,5,Star_Type,O,2,2025-10-28 12:11:56.178963
170,87,Star_Type,F,3,2025-11-23 22:40:47.460615
171,80,Planet_Type,Dwarf Planet,2,2025-11-20 18:22:03.443700
172,15,Planet_Type,Terrestrial,5,2025-11-23 16:14:40.223521
173,83,Moon_Parent,Saturn,5,2025-11-18 03:39:09.255826
174,12,Planet_Type,Terrestrial,4,2025-11-16 17:52:19.318850
175,67,Star_Type,F,5,2025-11-14 01:14:00.999278
176,77,Star_Type,M,3,2025-10-24 10:33:51.955882
177,20,Moon_Parent,Earth,5,2025-11-15 05:48:36.469204
178,92,Planet_Type,Dwarf Planet,3,2025-10-12 08:04:19.873331
179,96,Star_Type,O,5,2025-11-22 14:55:03.405914
180,100,Planet_Type,Dwarf Planet,1,2025-11-22 06:34:30.781584
181,72,Planet_Type,Terrestrial,3,2025-11-25 03:57:44.087211
182,80,Star_Type,A,3,2025-11-25 15:29:47.659653
183,37,Star_Type,A,4,2025-11-25 02:15:03.797176
184,42,Planet_Type,Ice Giant,3,2025-11-21 08:05:16.462865
185,45,Moon_Parent,Jupiter,4,2025-10-27 09:09:47.741677
186,79,Star_Type,F,2,2025-11-05 05:52:58.436165
187,13,Moon_Parent,Neptune,4,2025-11-25 09:20:33.524088
188,55,Planet_Type,Terrestrial,5,2025-11-24 06:38:55.318649
189,62,Planet_Type,Gas Giant,5,2025-11-08 15:19:33.925922
190,1,Planet_Type,Gas Giant,2,2025-10-13 16:46:39.932972
191,27,Moon_Parent,Mars,4,2025-11-10 01:39:18.668613
192,17,Planet_Type,Terrestrial,5,2025-11-16 06:47:06.880145
193,26,Planet_Type,Ice Giant,2,2025-11-14 05:17:07.812101
194,57,Planet_Type,Gas Giant,3,2025-11-08 04:03:54.320363
195,90,Star_Type,O,5,2025-10-18 23:18:52.718783
196,94,Moon_Parent,Neptune,3,2025-11-21 15:45:03.468882
197,28,Planet_Type,Gas Giant,2,2025-11-20 07:36:28.701298
198,1,Moon_Parent,Neptune,2,2025-11-24 13:26:05.324155
199,57,Planet_Type,Dwarf Planet,5,2025-11-25 15:53:30.394942
200,70,Star_Type,O,4,2025-10-12 02:01:19.875330
201,29,Star_Type,F,4,2025-11-23 00:50:09.858750
202,3,Planet_Type,Gas Giant,3,2025-11-08 07:21:30.368923
203,91,Star_Type,G,4,2025-11-07 06:34:17.141350
204,87,Star_Type,F,4,2025-11-18 23:29:16.623284
205,36,Star_Type,M,2,2025-11-21 04:49:12.506474
206,71,Star_Type,B,4,2025-11-17 12:45:47.979270
207,75,Planet_Type,Gas Giant,1,2025-11-21 07:18:07.158914
208,46,Moon_Parent,Pluto,2,2025-11-22 11:49:57.777519
209,49,Planet_Type,Ice Giant,3,2025-11-19 20:22:07.045525
210,31,Moon_Parent,Jupiter,5,2025-11-19 18:25:42.568598
211,96,Planet_Type,Gas Giant,4,2025-11-10 19:29:10.393962
212,75,Planet_Type,Dwarf Planet,2,2025-11-23 02:15:13.698586
213,86,Star_Type,G,5,2025-11-26 05:55:33.192526
214,82,Moon_Parent,Saturn,4,2025-11-17 12:49:22.067802
215,22,Star_Type,M,3,2025-11-26 03:15:49.394621
216,29,Star_Type,K,1,2025-11-26 07:35:36.204866
217,93,Star_Type,G,4,2025-11-26 00:38:12.591324
218,21,Planet_Type,Ice Giant,1,2025-11-13 05:20:06.328378
219,100,Star_Type,F,2,2025-11-12 10:53:09.188252
220,22,Planet_Type,Terrestrial,5,2025-11-14 03:14:13.145220
221,49,Star_Type,B,4,2025-11-26 06:35:34.585178
222,54,Star_Type,F,4,2025-11-09 01:35:26.620317
223,94,Planet_Type,Terrestrial,4,2025-11-23 07:46:51.995416
224,65,Planet_Type,Terrestrial,4,2025-11-10 13:12:02.155497
225,86,Star_Type,B,5,2025-11-14 04:56:51.046380
226,18,Star_Type,A,4,2025-11-07 17:23:46.507734
227,3,Planet_Type,Gas Giant,4,2025-11-24 00:14:22.695970
228,27,Moon_Parent,Mars,3,2025-11-20 11:57:43.607098
229,49,Star_Type,O,3,2025-10-22 19:17:16.029698
230,54,Moon_Parent,Pluto,4,2025-11-25 21:54:16.434463
231,64,Star_Type,O,4,2025-11-24 18:17:15.667780
232,62,Star_Type,M,2,2025-11-21 18:31:16.512913
233,61,Star_Type,F,5,2025-11-22 06:41:32.789459
234,5,Planet_Type,Dwarf Planet,5,2025-11-22 01:40:27.129156
235,39,Planet_Type,Gas Giant,4,2025-11-23 04:08:32.358220
236,36,Star_Type,M,4,2025-11-24 04:25:10.763804
237,61,Planet_Type,Ice Giant,5,2025-10-21 04:28:45.858117
238,38,Moon_Parent,Jupiter,3,2025-10-26 11:59:36.689544
239,18,Star_Type,K,4,2025-10-23 01:02:11.942476
240,26,Star_Type,K,3,2025-11-13 13:26:39.951510
241,22,Star_Type,M,1,2025-11-19 16:46:32.681800
242,23,Planet_Type,Dwarf Planet,5,2025-11-23 22:27:51.966107
243,9,Planet_Type,Ice Giant,4,2025-11-26 05:49:10.629896
244,35,Moon_Parent,Pluto,2,2025-11-11 23:37:54.589956
245,72,Planet_Type,Terrestrial,3,2025-11-09 02:33:33.560521
246,12,Moon_Parent,Mars,4,2025-11-23 04:12:42.601894
247,39,Star_Type,F,3,2025-11-18 00:32:12.824604
248,69,Moon_Parent,Pluto,1,2025-11-25 00:42:02.790602
249,82,Star_Type,K,2,2025-11-12 18:46:17.906978
250,48,Star_Type,K,3,2025-11-26 10:06:42.258996
251,93,Planet_Type,Gas Giant,4,2025-11-17 17:47:44.420430
252,3,Planet_Type,Gas Giant,3,2025-11-14 05:25:04.609572
253,33,Planet_Type,Terrestrial,1,2025-11-14 04:20:10.268588
254,57,Planet_Type,Terrestrial,1,2025-11-10 14:33:47.483752
255,79,Planet_Type,Dwarf Planet,4,2025-10-26 12:30:42.284300
256,48,Star_Type,K,4,2025-11-24 00:55:23.303046
257,43,Star_Type,F,5,2025-11-25 17:52:16.640673
258,82,Star_Type,M,3,2025-10-12 05:04:19.878841
259,65,Star_Type,B,4,2025-11-25 15:45:26.422664
260,67,Planet_Type,Gas Giant,1,2025-11-15 05:41:52.461944
261,52,Star_Type,A,5,2025-11-16 23:42:17.637761
262,15,Moon_Parent,Mars,3,2025-10-19 16:13:56.990429
263,25,Star_Type,K,4,2025-11-20 09:59:06.557341
264,25,Star_Type,M,4,2025-11-13 09:54:57.450638
265,59,Star_Type,F,4,2025-11-23 20:30:20.014591
266,9,Planet_Type,Terrestrial,2,2025-11-20 20:31:15.017250
267,82,Moon_Parent,Jupiter,2,2025-11-08 00:54:04.699003
268,83,Moon_Parent,Earth,2,2025-11-19 10:38:22.255359
269,40,Star_Type,B,3,2025-11-19 22:14:20.209841
270,54,Moon_Parent,Uranus,5,2025-11-13 11:26:40.381848
271,3,Star_Type,A,3,2025-11-25 17:32:36.586618
272,16,Moon_Parent,Mars,4,2025-11-17 06:45:25.237251
273,50,Star_Type,F,3,2025-11-25 13:49:49.359917
274,55,Star_Type,A,5,2025-11-14 10:00:25.974895
275,31,Planet_Type,Dwarf Planet,5,2025-11-22 12:44:32.142794
276,30,Moon_Parent,Saturn,1,2025-11-18 05:00:15.098570
277,19,Planet_Type,Terrestrial,4,2025-11-17 23:30:18.791841
278,23,Star_Type,B,3,2025-11-11 08:47:24.634178
279,29,Star_Type,M,4,2025-11-26 05:49:03.294458
280,6,Planet_Type,Terrestrial,4,2025-11-22 17:03:00.325765
281,37,Planet_Type,Gas Giant,3,2025-11-18 01:04:06.481537
282,12,Star_Type,F,5,2025-11-12 22:34:43.480452
283,73,Star_Type,A,2,2025-11-24 20:00:45.782336
284,76,Planet_Type,Terrestrial,3,2025-11-13 08:03:55.550620
285,62,Star_Type,M,5,2025-11-23 22:16:24.456979
286,9,Moon_Parent,Neptune,5,2025-11-01 05:22:49.465255
287,80,Star_Type,M,2,2025-11-18 16:39:19.435984
288,60,Planet_Type,Ice Giant,5,2025-11-06 20:47:05.929891
289,29,Moon_Parent,Saturn,5,2025-11-12 14:37:03.871622
290,99,Moon_Parent,Mars,5,2025-10-29 22:16:39.396186
291,42,Planet_Type,Ice Giant,5,2025-10-12 12:39:19.880842
292,96,Planet_Type,Dwarf Planet,4,2025-11-11 20:38:08.546026
293,78,Planet_Type,Gas Giant,5,2025-11-24 06:59:06.012063
294,87,Star_Type,F,4,2025-11-24 06:40:42.535103
295,34,Star_Type,B,4,2025-11-19 04:40:54.203275
296,72,Moon_Parent,Earth,4,2025-10-12 00:21:19.881843
297,66,Star_Type,G,5,2025-11-25 01:43:47.478437
298,41,Star_Type,K,1,2025-11-26 13:23:30.363966
299,31,Planet_Type,Dwarf Planet,4,2025-11-25 00:24:16.846140
300,4,Planet_Type,Terrestrial,2,2025-11-15 04:35:05.940038
301,58,Planet_Type,Dwarf Planet,3,2025-10-12 05:38:19.881843
302,12,Star_Type,G,5,2025-11-16 11:11:46.526988
303,65,Planet_Type,Terrestrial,5,2025-11-15 14:00:32.473437
304,11,Planet_Type,Ice Giant,3,2025-11-07 09:04:48.576293
305,24,Star_Type,M,2,2025-11-11 15:12:14.315007
306,92,Planet_Type,Ice Giant,2,2025-11-11 04:34:01.032402
307,8,Star_Type,M,2,2025-10-31 03:19:59.259896
308,14,Star_Type,M,4,2025-11-06 08:29:31.370758
309,21,Planet_Type,Terrestrial,3,2025-11-19 08:41:57.289319
310,18,Star_Type,F,4,2025-11-06 02:28:55.053750
311,90,Star_Type,M,5,2025-11-18 12:06:38.071722
312,48,Star_Type,K,4,2025-10-23 23:16:11.336012
313,99,Star_Type,O,1,2025-11-05 18:50:51.949067
314,75,Moon_Parent,Jupiter,4,2025-11-21 13:58:48.768172
315,38,Planet_Type,Gas Giant,5,2025-11-17 14:26:02.015696
316,3,Planet_Type,Gas Giant,3,2025-11-21 02:38:49.298335
317,31,Star_Type,B,5,2025-10-12 05:00:19.882843
318,50,Planet_Type,Ice Giant,1,2025-11-03 18:30:27.242529
319,80,Star_Type,A,2,2025-11-22 19:48:52.072174
320,66,Moon_Parent,Uranus,4,2025-10-31 01:04:45.849129
321,59,Star_Type,G,5,2025-11-17 14:53:57.057606
322,6,Star_Type,K,5,2025-11-01 06:12:05.953484
323,8,Planet_Type,Terrestrial,4,2025-11-24 03:38:11.412939
324,64,Star_Type,O,4,2025-11-11 04:05:21.002203
325,57,Star_Type,F,3,2025-11-15 08:52:07.616981
326,93,Star_Type,M,3,2025-11-19 03:50:34.730217
327,45,Star_Type,K,5,2025-10-25 12:20:33.417644
328,35,Planet_Type,Dwarf Planet,5,2025-11-15 02:26:31.571598
329,10,Planet_Type,Gas Giant,2,2025-11-13 21:50:47.697352
330,3,Moon_Parent,Uranus,3,2025-11-25 10:10:06.554365
331,20,Planet_Type,Dwarf Planet,5,2025-11-18 06:41:52.627060
332,100,Star_Type,A,5,2025-11-14 11:56:26.723762
333,66,Star_Type,M,4,2025-11-11 07:12:00.475545
334,29,Moon_Parent,Earth,3,2025-11-02 03:47:08.314430
335,94,Planet_Type,Terrestrial,3,2025-11-19 07:42:22.765436
336,49,Planet_Type,Terrestrial,3,2025-11-18 05:28:11.995621
337,47,Moon_Parent,Neptune,3,2025-11-09 08:10:42.418286
338,60,Star_Type,G,3,2025-11-09 11:10:12.385508
339,87,Moon_Parent,Earth,2,2025-11-20 11:06:12.954040
340,42,Star_Type,G,3,2025-11-06 06:15:50.728540
341,93,Moon_Parent,Neptune,2,2025-11-25 15:37:59.760724
342,50,Planet_Type,Ice Giant,4,2025-11-09 20:36:36.057434
343,95,Star_Type,O,5,2025-11-16 00:34:55.843125
344,92,Star_Type,O,2,2025-11-06 08:55:23.347845
345,81,Star_Type,O,5,2025-11-08 10:24:22.663028
346,7,Star_Type,F,4,2025-11-24 09:42:36.270933
347,81,Star_Type,B,5,2025-11-24 11:52:17.554978
348,20,Moon_Parent,Jupiter,5,2025-11-22 18:42:44.954120
349,10,Planet_Type,Terrestrial,1,2025-11-10 21:13:46.900456
350,48,Planet_Type,Gas Giant,3,2025-10-22 17:40:56.961307
351,74,Star_Type,B,4,2025-11-18 22:46:45.524676
352,60,Moon_Parent,Saturn,2,2025-11-13 04:51:40.427737
353,51,Star_Type,F,5,2025-11-14 12:56:47.726223
354,5,Moon_Parent,Mars,2,2025-10-24 06:19:48.369316
355,46,Planet_Type,Ice Giant,3,2025-11-23 16:05:32.353191
356,51,Star_Type,B,2,2025-11-19 20:33:43.452680
357,38,Star_Type,K,5,2025-11-13 14:30:57.519169
358,6,Star_Type,K,3,2025-11-13 18:11:28.130535
359,28,Planet_Type,Ice Giant,4,2025-11-26 09:29:01.196991
360,78,Star_Type,G,4,2025-10-25 06:03:13.187965
361,92,Planet_Type,Ice Giant,1,2025-11-01 22:01:28.907739
362,18,Star_Type,M,4,2025-11-07 05:28:45.741139
363,23,Star_Type,A,2,2025-10-26 17:14:27.079137
364,94,Planet_Type,Terrestrial,5,2025-11-14 00:46:01.417731
365,8,Moon_Parent,Mars,3,2025-11-25 12:41:16.830216
366,99,Planet_Type,Terrestrial,5,2025-11-06 01:08:09.203412
367,73,Planet_Type,Terrestrial,3,2025-11-22 19:25:18.725496
368,73,Planet_Type,Terrestrial,3,2025-11-18 03:08:23.662065
369,16,Star_Type,F,1,2025-11-08 04:14:32.250101
370,36,Star_Type,M,1,2025-11-01 04:55:51.897137
371,72,Star_Type,K,2,2025-11-14 11:35:11.335493
372,64,Star_Type,B,4,2025-11-25 20:32:30.683824
373,41,Planet_Type,Terrestrial,3,2025-11-20 19:50:08.706560
374,60,Planet_Type,Gas Giant,1,2025-11-22 03:49:34.023823
375,51,Star_Type,M,5,2025-11-08 01:19:19.843455
376,38,Planet_Type,Gas Giant,5,2025-11-21 20:04:53.011611
377,13,Planet_Type,Gas Giant,2,2025-11-19 03:25:17.929820
378,20,Planet_Type,Dwarf Planet,3,2025-11-04 02:05:11.935588
379,51,Star_Type,F,3,2025-11-17 19:14:55.333623
380,10,Planet_Type,Ice Giant,4,2025-11-18 03:16:26.254825
381,63,Planet_Type,Dwarf Planet,3,2025-11-23 02:03:24.176125
382,31,Planet_Type,Gas Giant,3,2025-11-22 01:31:47.115166
383,13,Planet_Type,Terrestrial,3,2025-11-24 06:04:01.068412
384,53,Star_Type,G,5,2025-11-13 05:03:53.226718
385,95,Moon_Parent,Jupiter,4,2025-11-09 10:22:02.103686
386,11,Star_Type,A,5,2025-11-24 19:39:39.209378
387,62,Moon_Parent,Uranus,4,2025-11-25 11:21:34.869959
388,76,Planet_Type,Ice Giant,4,2025-11-25 21:45:45.879634
389,65,Star_Type,M,4,2025-11-21 03:44:45.874562
390,31,Star_Type,O,3,2025-10-23 20:34:15.803736
391,26,Star_Type,K,4,2025-11-13 20:26:31.160757
392,24,Planet_Type,Gas Giant,2,2025-11-18 12:11:35.714119
393,59,Moon_Parent,Neptune,3,2025-11-22 11:17:33.712264
394,58,Star_Type,M,2,2025-11-06 11:41:01.110794
395,83,Star_Type,F,4,2025-11-25 20:38:58.624779
396,64,Planet_Type,Terrestrial,3,2025-11-16 10:18:25.051468
397,45,Planet_Type,Gas Giant,4,2025-11-13 09:03:35.342083
398,12,Planet_Type,Ice Giant,2,2025-11-06 19:53:54.618058
399,47,Star_Type,A,2,2025-10-24 22:29:07.638417
400,76,Planet_Type,Gas Giant,3,2025-11-25 11:08:21.404888
401,81,Star_Type,M,5,2025-11-02 06:44:59.588210
402,99,Star_Type,F,4,2025-11-24 05:19:27.927565
403,34,Moon_Parent,Saturn,3,2025-11-25 20:54:34.344070
404,6,Star_Type,O,2,2025-10-12 02:32:19.887843
405,74,Star_Type,B,3,2025-11-24 08:38:09.797112
406,61,Planet_Type,Ice Giant,5,2025-11-19 17:38:30.398011
407,49,Star_Type,F,1,2025-11-12 17:30:45.019204
408,15,Planet_Type,Ice Giant,3,2025-10-25 06:47:34.487174
409,74,Planet_Type,Gas Giant,5,2025-11-05 11:43:37.794090
410,16,Planet_Type,Dwarf Planet,3,2025-11-18 05:50:24.467441
411,53,Planet_Type,Dwarf Planet,3,2025-11-07 02:39:02.623974
412,68,Star_Type,G,4,2025-11-18 03:10:03.891791
413,94,Star_Type,G,3,2025-11-23 12:11:52.946821
414,42,Star_Type,B,5,2025-11-24 01:24:41.311359
415,77,Star_Type,M,4,2025-10-31 12:55:32.142889
416,18,Moon_Parent,Pluto,3,2025-11-19 06:41:53.027071
417,44,Planet_Type,Terrestrial,1,2025-11-19 07:34:43.438032
